estimate,model
0.0000555395778004585,age of childcare entry
0.000132942053387706,age of childcare entry
0.000111755350368336,age of childcare entry
0.0000735493756706593,age of childcare entry
0.000120309219234503,age of childcare entry
-0.00000295043811511368,age of childcare entry
0.0000852336221904209,age of childcare entry
0.000104096033260439,age of childcare entry
0.0000945109745940098,age of childcare entry
0.0000291602506847324,age of childcare entry
0.0000331460878423853,age of childcare entry
0.0000430557790652941,age of childcare entry
0.0000252380091200458,age of childcare entry
0.000101507604071789,age of childcare entry
0.0000993640430602204,age of childcare entry
0.0000754017635470602,age of childcare entry
0.0000724265153799538,age of childcare entry
0.00015676734712838,age of childcare entry
0.000174423517767472,age of childcare entry
0.000123540878281327,age of childcare entry
0.0000604602109017791,age of childcare entry
0.0000430290349593441,age of childcare entry
0.0000558157966721581,age of childcare entry
0.000131282658840019,age of childcare entry
0.0000330391598900375,age of childcare entry
0.0000817964422361536,age of childcare entry
0.0000881848456745822,age of childcare entry
0.0000865893145330782,age of childcare entry
0.0000352254484271295,age of childcare entry
0.0000310357172373761,age of childcare entry
0.000136752959180247,age of childcare entry
0.000101975865517967,age of childcare entry
0.0000527867143685885,age of childcare entry
0.0000234649094660472,age of childcare entry
0.0000751283888963655,age of childcare entry
0.000112229745185944,age of childcare entry
0.000146854611958456,age of childcare entry
0.0000897678584035359,age of childcare entry
0.0000995190973846816,age of childcare entry
0.0000946787829993299,age of childcare entry
0.0000839236357138746,age of childcare entry
0.0000684557304241373,age of childcare entry
0.000159346581442408,age of childcare entry
0.0000851106381220508,age of childcare entry
0.000155004923857315,age of childcare entry
0.0000795872902597274,age of childcare entry
0.000138088104428446,age of childcare entry
0.0000993627422395459,age of childcare entry
0.000086351717749141,age of childcare entry
0.000138830785402704,age of childcare entry
0.0000277902350770393,age of childcare entry
0.0000523597166835818,age of childcare entry
0.0000668115471053887,age of childcare entry
0.0000781726434032067,age of childcare entry
0.000128799069757126,age of childcare entry
0.000117323353760699,age of childcare entry
0.0000213514454224168,age of childcare entry
0.0000173305820257729,age of childcare entry
0.0000334686529769718,age of childcare entry
0.000231842655209734,age of childcare entry
0.00000675101590162312,age of childcare entry
0.00013453880292751,age of childcare entry
0.000114240932927533,age of childcare entry
0.0000576518351983499,age of childcare entry
0.00011716427497272,age of childcare entry
0.0000319827927976219,age of childcare entry
0.0000943127080983311,age of childcare entry
0.000153288444888222,age of childcare entry
0.000119365781410939,age of childcare entry
0.0000945998902722886,age of childcare entry
0.0000649429165956007,age of childcare entry
0.0000532579787077823,age of childcare entry
0.000109977170548148,age of childcare entry
0.000109605072868385,age of childcare entry
0.0000527804772372456,age of childcare entry
0.0000751826387325366,age of childcare entry
0.0000805425688626319,age of childcare entry
0.0000649157692173903,age of childcare entry
0.000224625197713583,age of childcare entry
0.000194993768023973,age of childcare entry
0.000233183090321042,age of childcare entry
0.00012632749158666,age of childcare entry
0.0000798187900134225,age of childcare entry
0.0000767380953993376,age of childcare entry
0.000175443880616459,age of childcare entry
-0.0000218828271436693,age of childcare entry
0.000053943161221228,age of childcare entry
0.000105771982261991,age of childcare entry
0.0000700720579900287,age of childcare entry
0.000120459208886308,age of childcare entry
0.000157855857460906,age of childcare entry
0.0000363531690200053,age of childcare entry
0.000167565310568136,age of childcare entry
0.000102491670090154,age of childcare entry
0.0000607819977708508,age of childcare entry
0.000109951099099908,age of childcare entry
0.0000816805152469006,age of childcare entry
0.000115602225627696,age of childcare entry
0.0000943275969151539,age of childcare entry
0.00000133143056952433,age of childcare entry
0.0000489555164718485,age of childcare entry
0.000103335236937002,age of childcare entry
0.0000922205113673706,age of childcare entry
0.0000842377535931324,age of childcare entry
0.0000840326648921591,age of childcare entry
0.0000888447745855554,age of childcare entry
0.000086477143714896,age of childcare entry
0.0000460717659996904,age of childcare entry
0.0000494783192587397,age of childcare entry
0.000189983465166441,age of childcare entry
0.0000962652856427968,age of childcare entry
0.000105313459199745,age of childcare entry
0.0000961379342079865,age of childcare entry
0.000113767080797355,age of childcare entry
0.0000433690443239773,age of childcare entry
0.000044476972842119,age of childcare entry
0.0000397962138003316,age of childcare entry
0.0000935427221546473,age of childcare entry
0.000146429729541472,age of childcare entry
0.000157442601501531,age of childcare entry
0.000111927625416335,age of childcare entry
0.0000638553838715149,age of childcare entry
0.000116517499289762,age of childcare entry
0.0000416298160200796,age of childcare entry
0.0000544495462869182,age of childcare entry
0.0000727601269996119,age of childcare entry
0.000129911067011891,age of childcare entry
0.0000646073358544126,age of childcare entry
0.0000385383395786238,age of childcare entry
0.000143786185597407,age of childcare entry
0.0000155157395708965,age of childcare entry
0.0000961529422837585,age of childcare entry
0.0000645122514284022,age of childcare entry
0.0000936257456055895,age of childcare entry
0.0000838516941013251,age of childcare entry
0.000131885687337991,age of childcare entry
0.000123598612567401,age of childcare entry
0.000113754704567025,age of childcare entry
0.000130668455611815,age of childcare entry
0.000132155416601763,age of childcare entry
0.000136556067336249,age of childcare entry
0.0000797232741856233,age of childcare entry
0.000116487996358185,age of childcare entry
0.0000955814496940549,age of childcare entry
0.000145785779407421,age of childcare entry
0.0000662448002756854,age of childcare entry
0.0000824516083183401,age of childcare entry
0.0000769251683897438,age of childcare entry
0.0000195420056286083,age of childcare entry
0.0000119345647217723,age of childcare entry
0.00008360113094241,age of childcare entry
0.0000677129380321024,age of childcare entry
0.0000667616400652278,age of childcare entry
0.0000571272651967999,age of childcare entry
0.0000324998789738527,age of childcare entry
0.0000910512865467781,age of childcare entry
0.000149613265989969,age of childcare entry
0.000148265312876038,age of childcare entry
-0.00000196667131731748,age of childcare entry
0.00016734074117785,age of childcare entry
0.000170584776797617,age of childcare entry
0.0000959681333913617,age of childcare entry
0.000147371824235621,age of childcare entry
0.000061992522794713,age of childcare entry
0.000154853902091708,age of childcare entry
0.0000435767723703211,age of childcare entry
0.0000928649333062147,age of childcare entry
0.0000399753943255549,age of childcare entry
0.0000635808298189414,age of childcare entry
0.0000190843187577698,age of childcare entry
0.0000779673327158102,age of childcare entry
0.0000427309363586991,age of childcare entry
0.0000383171326353142,age of childcare entry
0.000116245887116068,age of childcare entry
0.0000823037156749748,age of childcare entry
0.0000686879094705969,age of childcare entry
0.0000821326011260563,age of childcare entry
0.0000836772496011647,age of childcare entry
0.00000356339826161433,age of childcare entry
0.00015099382420272,age of childcare entry
0.0000983850156204307,age of childcare entry
0.0000469966024412758,age of childcare entry
0.000119999865571695,age of childcare entry
0.0000511442701143637,age of childcare entry
0.000116057745581112,age of childcare entry
0.00011676622829916,age of childcare entry
0.000128438025129725,age of childcare entry
0.0000630430386689443,age of childcare entry
0.000000864267006284992,age of childcare entry
0.00000297360146296673,age of childcare entry
0.000110974330150362,age of childcare entry
0.000165008773685336,age of childcare entry
0.000147470885327247,age of childcare entry
0.0000362067290315669,age of childcare entry
0.0000800227213415609,age of childcare entry
0.0000692011663935353,age of childcare entry
0.0000669164358245801,age of childcare entry
0.000084874244019813,age of childcare entry
0.000042585458896829,age of childcare entry
0.0000784188584079382,age of childcare entry
0.0000255010760329304,age of childcare entry
0.0000916215084792644,age of childcare entry
0.000173259603604156,age of childcare entry
-0.0000228285323702185,age of childcare entry
0.000131968054913883,age of childcare entry
0.0000145700712269356,age of childcare entry
0.000103646664577846,age of childcare entry
-0.000000988334046085352,age of childcare entry
0.0000407780278969093,age of childcare entry
0.0000745433809510052,age of childcare entry
0.0000986440781396843,age of childcare entry
0.0000602818440351165,age of childcare entry
0.0000351886794193698,age of childcare entry
0.0000376186005277568,age of childcare entry
0.000101761345463079,age of childcare entry
0.000141561373787445,age of childcare entry
0.0000551066968374749,age of childcare entry
0.00012478184825941,age of childcare entry
0.000093480352209853,age of childcare entry
0.0000538669142968635,age of childcare entry
0.000101531438849943,age of childcare entry
0.0000749059762984671,age of childcare entry
0.0000319237883503129,age of childcare entry
0.0000208102985182792,age of childcare entry
0.0000839793934360548,age of childcare entry
0.00011198718644888,age of childcare entry
0.00000367444154859755,age of childcare entry
0.000123939947193131,age of childcare entry
0.0000802334830118681,age of childcare entry
0.00000288150570001677,age of childcare entry
-0.00000217974311570425,age of childcare entry
0.0000362095962931311,age of childcare entry
0.000115421267898692,age of childcare entry
0.0000425109046994269,age of childcare entry
0.000121707327976431,age of childcare entry
-0.0000218653713848568,age of childcare entry
0.000154139712597969,age of childcare entry
0.0000651902983892476,age of childcare entry
0.0000540842425789848,age of childcare entry
0.000135902939048169,age of childcare entry
0.0000918081163118198,age of childcare entry
0.000095239511510576,age of childcare entry
0.0000633632663619046,age of childcare entry
0.000148087425974368,age of childcare entry
0.0001479919656602,age of childcare entry
0.000150054505899882,age of childcare entry
0.0000948683003925864,age of childcare entry
0.0000351051968220487,age of childcare entry
0.0000296671133838379,age of childcare entry
0.0000981811111920565,age of childcare entry
0.000122149499977532,age of childcare entry
0.0000698505870612198,age of childcare entry
0.0000606349964663651,age of childcare entry
0.0000208673671855629,age of childcare entry
0.0000168086636074975,age of childcare entry
0.000176007436871844,age of childcare entry
0.000106447963552863,age of childcare entry
0.000142663969219736,age of childcare entry
0.000114357519888275,age of childcare entry
0.000112513732294932,age of childcare entry
0.000156980048050871,age of childcare entry
0.000136259476986599,age of childcare entry
0.000200825448441924,age of childcare entry
0.00011005260492096,age of childcare entry
0.0000885372505161333,age of childcare entry
0.0000896949018407037,age of childcare entry
0.000128929440330705,age of childcare entry
0.000150920238063908,age of childcare entry
0.000098575231639156,age of childcare entry
0.000102637745450786,age of childcare entry
0.0000505376731089117,age of childcare entry
0.000058671677755574,age of childcare entry
0.000061384287558702,age of childcare entry
0.0000752419813075185,age of childcare entry
0.000115828064037744,age of childcare entry
0.0000797502790429494,age of childcare entry
0.0000582186342819819,age of childcare entry
0.0000956605555866131,age of childcare entry
0.0000628904062685896,age of childcare entry
0.000114004819856645,age of childcare entry
0.0000912415148038686,age of childcare entry
0.0000690433548958617,age of childcare entry
0.0000550652006746764,age of childcare entry
0.0000958281394230412,age of childcare entry
0.0000357782016566169,age of childcare entry
0.000117212305768669,age of childcare entry
0.000066861192716732,age of childcare entry
0.0000180290228661218,age of childcare entry
0.0000374246853814888,age of childcare entry
0.0000403126183127668,age of childcare entry
0.0000166279468714115,age of childcare entry
0.000151641854137381,age of childcare entry
0.000131618270192869,age of childcare entry
0.0000646429611200891,age of childcare entry
0.000105375858997781,age of childcare entry
0.000162793008488722,age of childcare entry
0.0000843561583954128,age of childcare entry
0.0000429377176202435,age of childcare entry
0.000100160460795681,age of childcare entry
0.000148876450088213,age of childcare entry
-0.0000073012414428281,age of childcare entry
0.000118276208586648,age of childcare entry
0.0000864055952131734,age of childcare entry
0.000202359328219304,age of childcare entry
0.000148625482755164,age of childcare entry
0.00000603048692526873,age of childcare entry
0.0000449526247958209,age of childcare entry
0.0000725332119169713,age of childcare entry
0.00000638485044426036,age of childcare entry
0.000148262554686703,age of childcare entry
0.0000912144111678955,age of childcare entry
0.0000668741643621593,age of childcare entry
0.0000986185203315854,age of childcare entry
0.000042496702894656,age of childcare entry
0.000149759327886643,age of childcare entry
-0.0000175441288045676,age of childcare entry
0.0000170979311124904,age of childcare entry
0.00010334600127516,age of childcare entry
0.0000851559680929765,age of childcare entry
0.000112527348197267,age of childcare entry
0.0000875450111796596,age of childcare entry
0.0000620828431166059,age of childcare entry
0.000114215918035376,age of childcare entry
0.0000815931694729658,age of childcare entry
0.0000530996463843994,age of childcare entry
0.0000855106581138611,age of childcare entry
0.0000627258874899987,age of childcare entry
0.000072619462503175,age of childcare entry
0.000124523292137241,age of childcare entry
0.000174148359026459,age of childcare entry
0.00000362423330281842,age of childcare entry
0.0000722840192265684,age of childcare entry
0.000129121185728446,age of childcare entry
0.0000986303068121865,age of childcare entry
0.0000969185125373381,age of childcare entry
0.000108242182917585,age of childcare entry
0.0000540512816984471,age of childcare entry
0.0000579597484589487,age of childcare entry
0.000103614531102333,age of childcare entry
0.000132667545319805,age of childcare entry
0.000131748503318264,age of childcare entry
0.0000982037744924989,age of childcare entry
0.0000498491601273812,age of childcare entry
0.0000971252534859348,age of childcare entry
0.000102523687356701,age of childcare entry
0.000100176978977521,age of childcare entry
-0.0000137267956641615,age of childcare entry
0.00000150844426449962,age of childcare entry
0.0000678073828401034,age of childcare entry
0.000121437998506773,age of childcare entry
0.000179839667863818,age of childcare entry
0.0000871114999989599,age of childcare entry
0.000132442045075691,age of childcare entry
0.0000754966937966561,age of childcare entry
0.000121714188703387,age of childcare entry
0.0000728854226274055,age of childcare entry
0.0000728266513058461,age of childcare entry
0.000170498222007988,age of childcare entry
-0.0000883544640047029,age of childcare entry
0.000211600498991606,age of childcare entry
0.000131279621712196,age of childcare entry
0.000091400733346072,age of childcare entry
0.0000278705578510509,age of childcare entry
0.0000966134914107868,age of childcare entry
0.000100393652514697,age of childcare entry
0.0000479859862512372,age of childcare entry
0.0000755926198611614,age of childcare entry
0.0000132008584198168,age of childcare entry
0.0000788083280801038,age of childcare entry
0.00000792688419089187,age of childcare entry
0.000110435131365703,age of childcare entry
0.0000846002088499217,age of childcare entry
0.000132484262863938,age of childcare entry
0.0000939679407491702,age of childcare entry
0.0000721790374759366,age of childcare entry
0.000144329553771265,age of childcare entry
0.000103579917802859,age of childcare entry
0.000103724535851876,age of childcare entry
0.000110083281090054,age of childcare entry
0.0000755973356788949,age of childcare entry
0.0000983652768264303,age of childcare entry
0.0000688255872661315,age of childcare entry
0.000122096524754502,age of childcare entry
0.000172427456830015,age of childcare entry
0.000128339573366177,age of childcare entry
0.00000305790749076115,age of childcare entry
0.000140108116659235,age of childcare entry
0.000134923447055419,age of childcare entry
0.000157835227387336,age of childcare entry
0.0000473503525005686,age of childcare entry
0.000126554792205207,age of childcare entry
0.0000405065816133481,age of childcare entry
0.0000602419077901442,age of childcare entry
0.000110490420296985,age of childcare entry
0.000102816986655267,age of childcare entry
0.00010081350341087,age of childcare entry
0.0000983073382420562,age of childcare entry
0.0000929139449847914,age of childcare entry
0.000138792569771848,age of childcare entry
0.000123360271988856,age of childcare entry
0.000039385489457414,age of childcare entry
0.0000946818508652483,age of childcare entry
0.000101406843361783,age of childcare entry
0.000103097781296114,age of childcare entry
0.0000466968835467805,age of childcare entry
0.0000881142976883602,age of childcare entry
0.0000886761278552723,age of childcare entry
0.0000635806742495407,age of childcare entry
0.000151328471355597,age of childcare entry
0.00010125494749503,age of childcare entry
0.0000899522501493283,age of childcare entry
0.0000804855496857544,age of childcare entry
0.0000344198348175429,age of childcare entry
0.0000977932754842907,age of childcare entry
0.0000665370779735701,age of childcare entry
0.000127744247855288,age of childcare entry
0.00011587822024127,age of childcare entry
0.0000209174437735698,age of childcare entry
0.000160917517639438,age of childcare entry
0.000045583118860003,age of childcare entry
-0.00000300214590373829,age of childcare entry
0.00015824491007935,age of childcare entry
0.0000280637787178231,age of childcare entry
0.0000433889335708462,age of childcare entry
-0.0000069883068561007,age of childcare entry
0.0000902286145555967,age of childcare entry
0.000102042640241529,age of childcare entry
0.000100327601355618,age of childcare entry
0.0000693588566100469,age of childcare entry
0.000065513463512346,age of childcare entry
0.000109482929199521,age of childcare entry
0.0000932223110470794,age of childcare entry
0.000112831402861405,age of childcare entry
0.0000818277442676813,age of childcare entry
0.0000459647114021461,age of childcare entry
0.0000619320805816329,age of childcare entry
0.0000700092753300273,age of childcare entry
0.0000655305302067891,age of childcare entry
0.0000685684113411204,age of childcare entry
0.0000963114633602858,age of childcare entry
0.0000783395463907519,age of childcare entry
0.0000845563688555134,age of childcare entry
0.000132065039759093,age of childcare entry
0.0000244722748200224,age of childcare entry
0.000146647290431722,age of childcare entry
0.0000649845772418323,age of childcare entry
0.0000816967840859518,age of childcare entry
0.0000539679447599802,age of childcare entry
0.000124715728980739,age of childcare entry
0.000109609782214563,age of childcare entry
0.0000736393397493739,age of childcare entry
0.0000259888443752191,age of childcare entry
0.000170012017795634,age of childcare entry
0.000143811500878919,age of childcare entry
0.000115793386820599,age of childcare entry
0.0000543421064802294,age of childcare entry
0.000138562792013753,age of childcare entry
0.0001006331002365,age of childcare entry
0.000113084697414013,age of childcare entry
0.000106449167611104,age of childcare entry
0.000149817594104924,age of childcare entry
0.000127674537587345,age of childcare entry
0.0000315330830323718,age of childcare entry
0.0000575853908719426,age of childcare entry
0.0000494596993024277,age of childcare entry
0.0000826475168407748,age of childcare entry
0.0000650010603765949,age of childcare entry
0.0000811845126306428,age of childcare entry
0.0000634926763333088,age of childcare entry
0.0000179883020263545,age of childcare entry
0.0000557995862620929,age of childcare entry
0.0000711968760360517,age of childcare entry
0.0000746730429020945,age of childcare entry
0.0000622741869155641,age of childcare entry
0.000149418609951237,age of childcare entry
0.0000485495981159678,age of childcare entry
0.0000782720062994748,age of childcare entry
0.000061436489261322,age of childcare entry
0.000137406280489498,age of childcare entry
0.000125964769878255,age of childcare entry
0.0000349237712596524,age of childcare entry
0.0000475332791387812,age of childcare entry
0.0001414124428209,age of childcare entry
0.000160008982025983,age of childcare entry
0.0000731041585206273,age of childcare entry
0.0000988202040979674,age of childcare entry
0.000116793647409706,age of childcare entry
0.0000407131265830809,age of childcare entry
0.0000283987066121535,age of childcare entry
0.000133372428026886,age of childcare entry
0.0000559860434092101,age of childcare entry
0.00015295599724411,age of childcare entry
0.000184168938768636,age of childcare entry
0.0000662873598405509,age of childcare entry
0.000114684172411502,age of childcare entry
0.0000730148585139291,age of childcare entry
0.0000508153274844487,age of childcare entry
0.0000667417610457189,age of childcare entry
0.000127734518259806,age of childcare entry
0.000110555179940906,age of childcare entry
0.0000725352062718864,age of childcare entry
0.000107524492890928,age of childcare entry
0.0000452290682228643,age of childcare entry
0.000105371314616455,age of childcare entry
0.0000237285227271835,age of childcare entry
0.000108093219426306,age of childcare entry
0.00010741709688926,age of childcare entry
0.0000476588792754336,age of childcare entry
0.0000830083333300931,age of childcare entry
0.0000625776658981535,age of childcare entry
0.00010511527396479,age of childcare entry
0.000144427599173792,age of childcare entry
0.0000429001213696374,age of childcare entry
0.000121057479601308,age of childcare entry
0.0000938007124132621,age of childcare entry
0.0000595799052732509,age of childcare entry
0.0000491071048595324,age of childcare entry
0.000135116318521485,age of childcare entry
0.0000707542957835085,age of childcare entry
0.00000173631030138633,age of childcare entry
0.0000907596313294155,age of childcare entry
0.0000630213821135876,age of childcare entry
0.0000600823668695274,age of childcare entry
0.0000439607451510387,age of childcare entry
0.000110444939617895,age of childcare entry
0.0000370536824698222,age of childcare entry
0.000108597603879193,age of childcare entry
0.0000573758113620035,age of childcare entry
0.000121760016175794,age of childcare entry
0.000165009671974586,age of childcare entry
0.00000169908735313244,age of childcare entry
0.000125299407060196,age of childcare entry
0.000105102704725479,age of childcare entry
0.000102577976643833,age of childcare entry
0.0000464847467642377,age of childcare entry
0.000116368294504774,age of childcare entry
0.0000642350317450842,age of childcare entry
0.0000571342223249321,age of childcare entry
0.0000710311210332627,age of childcare entry
0.0000603072307845172,age of childcare entry
0.000145453899956698,age of childcare entry
0.000119425735047469,age of childcare entry
0.0000908231451695377,age of childcare entry
0.0000272411143618316,age of childcare entry
0.0000186268061693713,age of childcare entry
0.000197856349642711,age of childcare entry
-0.00000472075275909801,age of childcare entry
0.000160966737771782,age of childcare entry
0.000100865624336917,age of childcare entry
0.000155990983880537,age of childcare entry
0.000100113882564979,age of childcare entry
0.000128270777901476,age of childcare entry
0.000102744201780092,age of childcare entry
0.000122406922907364,age of childcare entry
-0.0000318923271112626,age of childcare entry
0.0000750918374288049,age of childcare entry
0.0000624751002311804,age of childcare entry
0.000121569118363243,age of childcare entry
-0.00000905843638987699,age of childcare entry
0.000148219879680079,age of childcare entry
0.000154870643489143,age of childcare entry
0.0000838958766918618,age of childcare entry
0.0000562287780819224,age of childcare entry
0.0000826225244758645,age of childcare entry
0.0000830266647243876,age of childcare entry
0.0000234133687609837,age of childcare entry
0.000104984187623773,age of childcare entry
0.0000643654757400242,age of childcare entry
0.0000815289646967082,age of childcare entry
0.0000589331256503957,age of childcare entry
0.000132912544894242,age of childcare entry
0.000122804911450974,age of childcare entry
0.000047927728879374,age of childcare entry
0.0000780791244850771,age of childcare entry
0.000137372874335193,age of childcare entry
0.000034015480108942,age of childcare entry
0.0000429639720700774,age of childcare entry
0.0000755833394017036,age of childcare entry
0.0000529116929213618,age of childcare entry
0.0000972834638177302,age of childcare entry
0.000149000617069533,age of childcare entry
0.0000179188588761565,age of childcare entry
0.00012598163655182,age of childcare entry
0.0000186387623059231,age of childcare entry
0.000110725616838347,age of childcare entry
0.000051581907774477,age of childcare entry
0.000126900762381283,age of childcare entry
0.0000890673949557195,age of childcare entry
0.0000458765243528935,age of childcare entry
0.000119508707388677,age of childcare entry
0.0000366994125647171,age of childcare entry
0.0000757877979288429,age of childcare entry
0.0000501698488274016,age of childcare entry
0.0000195639905379869,age of childcare entry
0.000097919605673074,age of childcare entry
0.000122990662622125,age of childcare entry
0.0000635138067315743,age of childcare entry
0.0000331421987578075,age of childcare entry
-0.0000326126712444372,age of childcare entry
0.0000391530036034189,age of childcare entry
0.000203478941526195,age of childcare entry
0.0000186053172959212,age of childcare entry
0.000164384857219982,age of childcare entry
0.0000469329581306691,age of childcare entry
0.0000402478390272916,age of childcare entry
0.000107105990384631,age of childcare entry
0.000058653172292319,age of childcare entry
0.0000648547387499122,age of childcare entry
0.0000432659288886443,age of childcare entry
0.000127117302316304,age of childcare entry
0.000150278798891673,age of childcare entry
0.0000913991029073907,age of childcare entry
-0.00000095948887079976,age of childcare entry
0.000112898246570659,age of childcare entry
0.00007522162765219,age of childcare entry
0.0000978601628011486,age of childcare entry
0.000100664085802136,age of childcare entry
0.000115516193753685,age of childcare entry
0.0000691483307677486,age of childcare entry
0.000157872815718785,age of childcare entry
0.0000484240158588611,age of childcare entry
-0.0000531719986560462,age of childcare entry
0.0000954849610566204,age of childcare entry
0.0000927955802161564,age of childcare entry
0.0000944526632892867,age of childcare entry
0.0000521999325311314,age of childcare entry
0.000138272877231882,age of childcare entry
0.0000243128464952307,age of childcare entry
0.000108585945548425,age of childcare entry
0.0000723464879180023,age of childcare entry
0.0000152904741819553,age of childcare entry
0.0000556525718930658,age of childcare entry
0.000131703380590937,age of childcare entry
0.00011826878734129,age of childcare entry
0.0000358570246115757,age of childcare entry
0.0000239988702257233,age of childcare entry
0.0000349431410103742,age of childcare entry
0.0000221885130542601,age of childcare entry
0.00000888006613290478,age of childcare entry
-0.0000289863307247991,age of childcare entry
0.0000433786601764822,age of childcare entry
0.0000642091407185891,age of childcare entry
0.0000562353063598768,age of childcare entry
0.0000998245414416502,age of childcare entry
0.0000274485598478739,age of childcare entry
0.0000497465475858057,age of childcare entry
0.000100478148907073,age of childcare entry
0.0000828704413976173,age of childcare entry
0.0000583712437559911,age of childcare entry
0.0000783043378963525,age of childcare entry
0.0000727859501590132,age of childcare entry
0.000045734921101815,age of childcare entry
0.0000311885781436748,age of childcare entry
0.000146032674408989,age of childcare entry
0.000108257199383714,age of childcare entry
-0.0000250204860659299,age of childcare entry
0.000093645261874645,age of childcare entry
0.000128234551969344,age of childcare entry
0.00000835872697775785,age of childcare entry
0.0000250133916185619,age of childcare entry
0.000138231668560857,age of childcare entry
0.000203249783072457,age of childcare entry
0.000104971283119924,age of childcare entry
0.0000820651890493771,age of childcare entry
0.0000698129533719873,age of childcare entry
0.00000938157860450168,age of childcare entry
0.000191131403210956,age of childcare entry
0.0000903516050355326,age of childcare entry
-0.0000232671619517328,age of childcare entry
0.000120828214286072,age of childcare entry
-0.0000538902585790202,age of childcare entry
-0.00000759891903182277,age of childcare entry
0.0000130495376970088,age of childcare entry
0.000123937690421813,age of childcare entry
0.0000920303089067108,age of childcare entry
0.000015437241341941,age of childcare entry
0.000180029525104348,age of childcare entry
0.000130170203403123,age of childcare entry
0.0000701805494612238,age of childcare entry
0.000121238703380928,age of childcare entry
0.000117395148890338,age of childcare entry
0.00000876543376359795,age of childcare entry
0.000126513044079219,age of childcare entry
-0.0000206216939243902,age of childcare entry
0.000165014328957106,age of childcare entry
0.0000672515596149756,age of childcare entry
0.0000983443539557703,age of childcare entry
0.000107327382618353,age of childcare entry
0.0000162101747363357,age of childcare entry
0.0000549053785334658,age of childcare entry
0.0000619047959937338,age of childcare entry
0.0000501280398324046,age of childcare entry
0.000116150388245646,age of childcare entry
0.000104483995330457,age of childcare entry
0.000111142873538034,age of childcare entry
0.000110208187275862,age of childcare entry
0.0000145035471520529,age of childcare entry
0.000144882590380547,age of childcare entry
0.000110852156340051,age of childcare entry
0.0000488781066870578,age of childcare entry
0.0000974965123229711,age of childcare entry
0.0000550433043235823,age of childcare entry
0.00011833563391018,age of childcare entry
0.000101976968139461,age of childcare entry
0.000119376424283648,age of childcare entry
0.0000520379956744072,age of childcare entry
0.0000990157720792408,age of childcare entry
0.0000535614925186057,age of childcare entry
0.000112205872295958,age of childcare entry
0.0000774928048945741,age of childcare entry
0.0000222471427620905,age of childcare entry
0.000134045639037971,age of childcare entry
0.0000786254151944546,age of childcare entry
0.000118012847351147,age of childcare entry
0.0000112675478785534,age of childcare entry
0.0000701687517587186,age of childcare entry
0.0000570571860449176,age of childcare entry
0.000113500034167212,age of childcare entry
0.000034931024211349,age of childcare entry
0.0000806523121277245,age of childcare entry
0.0000598200120930902,age of childcare entry
0.000107607877090343,age of childcare entry
0.0000959799665463471,age of childcare entry
0.000150131054494953,age of childcare entry
0.0000770851829614119,age of childcare entry
0.000097021984709112,age of childcare entry
0.0000565130143230771,age of childcare entry
0.0000830209878888135,age of childcare entry
0.000130851755200315,age of childcare entry
0.000100258466111863,age of childcare entry
0.000087833144569803,age of childcare entry
0.000109552122594258,age of childcare entry
-0.0000164418784995734,age of childcare entry
